ccg,icb_name,year,month,emergency_admissions,elective_total,outpatient_first_total,outpatient_dna,gp_referrals,gp_appt_available,111_offered,111_answered,population,pop_65plus,pct_65plus,fx_asthma__qof_prevalence,fx_chd__qof_prevalence,fx_copd__qof_prevalence,fx_depression__qof_prevalence,fx_diabetes__qof_prevalence,fx_heart_failure__qof_prevalence,fx_hypertension__qof_prevalence,fx_deprivation_score__imd_2019,emergency_admissions_rate,gp_appt_available_rate,111_offered_rate,111_answered_rate,elective_total_rate,outpatient_first_total_rate,outpatient_dna_rate,gp_referrals_rate,month_num
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2023.0,Nov,6230.0,5540.0,31990.0,1785.0,14390.0,268028.0,39913.05093646299,1592.6526860304198,52.8613,86705.0,16.402358625308118,,,,,,,,,117.85559568152883,5070.401219795956,755.0523906234426,30.128897435939333,104.80256823044458,605.1686205220076,33.76761449302231,272.2218333639165,11
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2023.0,Dec,6100.0,4340.0,24580.0,1420.0,10215.0,218544.0,48466.50561866903,2848.464511132497,52.8613,86705.0,16.402358625308118,,,,,,,,,115.3963296400202,4134.291059811242,916.8617801429217,53.88563109746634,82.1016509242111,464.99045615601585,26.86275214570962,193.24155856931253,12
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Jan,6120.0,5460.0,31080.0,1835.0,13340.0,271562.0,43460.10212545249,2279.992926612667,53.5219,88307.0,16.4992274190565,,,,,,,,,114.34571642636004,5073.848275192024,812.0059662577839,42.59925239224816,102.014315635282,580.6968736162206,34.28503098731547,249.24376750451682,1
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Feb,5805.0,5480.0,30245.0,1590.0,12950.0,256774.0,41528.97627886349,2177.114496094979,53.5219,88307.0,16.4992274190565,,,,,,,,,108.46027513970917,4797.550161709506,775.9249256633918,40.677077908201674,102.38799444713285,565.0957832214476,29.70746554214256,241.95703067342527,2
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Mar,6130.0,5645.0,28935.0,1590.0,12660.0,241192.0,47740.76441872477,3235.210532871868,53.5219,88307.0,16.4992274190565,,,,,,,,,114.53255583228547,4506.416999396509,891.98560624202,60.44648140054572,105.47084464490236,540.619821045217,29.70746554214256,236.53868790158793,3
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Apr,6025.0,5605.0,30990.0,1580.0,13130.0,249563.0,20264.177112808018,1269.8876660828553,53.5219,88307.0,16.4992274190565,,,,,,,,,112.5707420700685,4662.820266096682,378.6146813324642,23.726505712294504,104.72348702120067,579.0153189628918,29.520626136217135,245.3201399800829,4
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,May,6435.0,5670.0,31655.0,1560.0,13565.0,253469.0,22471.752820173595,1178.2166623534074,53.5219,88307.0,16.4992274190565,,,,,,,,,120.23115771301093,4735.799738051152,419.8608947024226,22.01373012455476,105.93794315971593,591.4401394569326,29.146947324366288,253.4476541378389,5
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Jun,5935.0,5460.0,30780.0,1550.0,13745.0,236206.0,20605.57257497286,1253.7949506946136,53.5219,88307.0,16.4992274190565,,,,,,,,,110.88918741673969,4413.258871602092,384.9932938661157,23.4258303740079,102.014315635282,575.0916914384579,28.960107918440862,256.81076344449656,6
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Jul,6010.0,6045.0,34360.0,1770.0,15535.0,262234.0,20329.410084113926,1137.1227641298617,53.5219,88307.0,16.4992274190565,,,,,,,,,112.29048296118037,4899.5644773447875,379.8334902930188,21.245934171430044,112.94442088191936,641.98019875976,33.070574848800206,290.2550171051476,7
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Aug,5415.0,5475.0,29445.0,1540.0,13020.0,227017.0,18429.32018863082,1139.421723471039,53.5219,88307.0,16.4992274190565,,,,,,,,,101.1735383086176,4241.572141497219,344.3323235653222,21.28888779118527,102.29457474417013,550.1486307474137,28.773268512515436,243.26490651490323,8
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Sep,5555.0,5605.0,31950.0,1555.0,14550.0,246000.0,18487.36891199555,1055.2223376004174,53.5219,88307.0,16.4992274190565,,,,,,,,,103.78928999157354,4596.249385765453,345.41690246414174,19.715711467650017,104.72348702120067,596.9519019317326,29.053527621403575,271.85133562149326,9
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Oct,5925.0,6140.0,34775.0,1625.0,15545.0,323985.0,18160.91668554836,909.8131592709482,53.5219,88307.0,16.4992274190565,,,,,,,,,110.70234801081426,6053.316492874879,339.3174884588992,16.998895018131794,114.7193952382109,649.7340341056652,30.361403462881547,290.441856511073,10
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Nov,5820.0,5905.0,33270.0,1575.0,14805.0,265684.0,19316.143754489996,1017.5768783886379,53.5219,88307.0,16.4992274190565,,,,,,,,,108.7405342485973,4964.024072389059,360.9016823859018,19.012345944158145,110.32866919896341,621.6147035138887,29.427206433254423,276.6157404725916,11
15A,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST ICB",2024.0,Dec,5710.0,5095.0,28150.0,1425.0,11765.0,233902.0,21849.30957854982,1149.1923006710429,53.5219,88307.0,16.4992274190565,,,,,,,,,106.68530078341763,4370.211072476874,408.2312021536944,21.471440675144994,95.19467731900399,525.9529276800711,26.62461534437305,219.8165610712624,12
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Apr,10500.0,10745.0,29815.0,2320.0,11845.0,,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,105.62381424694243,,,,108.08836991270442,299.9213354069132,23.337833243133947,119.15372188143174,4
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,May,11330.0,12075.0,35340.0,2775.0,13395.0,,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,113.97312527789121,,,,121.46738638398381,355.49958052256625,27.914865193834785,134.74580874645656,5
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Jun,11015.0,11440.0,32670.0,2705.0,12285.0,423708.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,110.80441085048295,4262.252865423189,,,115.07966047476395,328.6409534712009,27.210706432188505,123.57986266892264,6
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Jul,11005.0,11075.0,32570.0,2800.0,12185.0,427700.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,110.70381674167633,4302.410033658789,,,111.40797550332262,327.6350123831348,28.166350465851316,122.57392158085653,7
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Aug,11525.0,12300.0,32780.0,2525.0,12680.0,435731.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,115.93471039962014,4383.197162441378,,,123.73075383213256,329.74748866807363,25.40001247366949,127.55332996678382,8
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Sep,12045.0,12270.0,34575.0,2940.0,13910.0,461605.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,121.16560405756397,4643.474359567606,,,123.42897150571274,347.80413119886043,29.574667989143883,139.92640534999708,9
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Oct,12730.0,12680.0,35465.0,2825.0,14720.0,514544.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,128.05630051081687,5176.009512178928,,,127.55332996678382,356.7570068826489,28.417835737867847,148.07452816333264,10
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Nov,12795.0,13545.0,40035.0,3045.0,17810.0,525928.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,128.71016221805985,5290.525845644375,,,136.25472037855573,402.72851460727054,30.630906131613308,179.1581077845757,11
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Nov,12795.0,13545.0,40035.0,3045.0,17810.0,525928.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,128.71016221805985,5290.525845644375,,,136.25472037855573,402.72851460727054,30.630906131613308,179.1581077845757,11
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2022.0,Dec,12335.0,11095.0,30785.0,2595.0,13460.0,444086.0,,,99.4094,169333.0,17.033902226550005,6.71585,2.71764,1.75748,13.98057,6.2178,0.95224,12.51272,19.6928713744339,124.0828332129557,4467.243540349303,,,111.60916372093584,309.6789639611546,26.104171235315775,135.39967045369954,12
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Jan,13325.0,12890.0,37855.0,2860.0,16595.0,488865.0,,,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,132.09574735957204,4846.303004348007,,,127.78342840261791,375.2708830241351,28.35225796985937,164.5124898635721,1
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Feb,12190.0,12205.0,34640.0,2300.0,15135.0,454709.0,,,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,120.84406456384116,4507.701702523351,,,120.99276521752923,343.3993762503247,22.800766898837953,150.03895957126628,2
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Mar,13845.0,13515.0,39775.0,2810.0,17420.0,512723.0,,,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,137.25070335409194,5082.816350727344,,,133.97928897295432,394.3045666962085,27.856589124232457,172.69102581641616,3
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Apr,12625.0,11325.0,32415.0,2190.0,13625.0,397003.0,65306.0,46664.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,125.15638352079529,3935.640374408419,647.4029926502224,462.5978202466845,112.26899353449558,321.3421126199271,21.710295438458747,135.06976043333353,4
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,May,13350.0,12665.0,38655.0,2725.0,16155.0,454441.0,61734.0,49382.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,132.3435817823855,4505.044917510791,611.9924103186357,489.5423786949634,125.55291859729682,383.20158455416566,27.013952086666706,160.1506040220553,5
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Jun,13390.0,13180.0,39670.0,2725.0,16875.0,476678.0,56110.0,27892.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,132.74011685888703,4725.4886799149035,556.2395785625207,276.5039088445166,130.658307707254,393.263662120392,27.013952086666706,167.28823539908282,6
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Jul,13095.0,12720.0,36870.0,2535.0,15345.0,447929.0,52918.0,28688.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,129.81567066968827,4440.4890070563415,524.5960794576986,284.394956866897,126.09815432748643,365.50620676528496,25.13041047328444,152.1207687228993,7
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Aug,13385.0,13055.0,37355.0,2620.0,15565.0,452701.0,51128.0,28276.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,132.69054997432434,4487.795641682974,506.8511347842552,280.3106455789313,129.41913559318672,370.31419456786597,25.97304751085019,154.3017116436577,8
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Sep,13240.0,12835.0,37315.0,2615.0,16555.0,494733.0,56734.0,40872.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,131.2531103220063,4904.474700070781,562.4255257559446,405.17954116926296,127.23819267242831,369.9176594913645,25.9234806262875,164.11595478707056,9
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Oct,13770.0,13680.0,40480.0,2975.0,17705.0,551392.0,60414.0,45266.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,136.50720008565156,5466.156722558286,598.9067527940853,448.738919322956,135.61499616352313,401.293497419548,29.492296314801266,175.51633823648956,10
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Nov,13965.0,14190.0,42835.0,2940.0,18280.0,511626.0,58354.0,51818.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,138.44030858359653,5071.94137625429,578.4851963542565,513.6913648539065,140.67081838891764,424.63950004857554,29.145328122862427,181.21652996119903,11
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2023.0,Dec,13600.0,11695.0,32930.0,2385.0,13070.0,406998.0,69244.0,64658.0,100.8738,171271.0,16.97873977187337,6.73299,2.71059,1.73476,14.6374,6.43231,1.00354,13.09217,19.6928713744339,134.82192601052006,4034.7245766492388,686.4418709317979,640.9791244108976,115.93694299213472,326.44750172988427,23.643403936403704,129.5678362468748,12
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Jan,14150.0,13880.0,42015.0,2670.0,16670.0,511817.0,65220.0,61312.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,138.0071763731714,4991.83173072703,636.1009217709003,597.9855828828187,135.37382389113915,409.77890567624,26.040930100096652,162.58513287213904,1
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Feb,13780.0,13275.0,38515.0,2320.0,15615.0,481676.0,61338.0,57694.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,134.39850815705313,4697.861815316163,598.2391649736811,562.6986596235867,129.47316369991876,375.6428549832294,22.627325030795593,152.29555187753155,2
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Mar,14785.0,13010.0,36155.0,2075.0,14865.0,506973.0,72398.0,67834.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,144.20043128461762,4944.587436567903,706.1090851635946,661.5956750599088,126.88857700459081,352.6254036587994,20.23780148228485,144.9806838718864,3
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Apr,14155.0,13710.0,40690.0,2465.0,16685.0,514919.0,31992.0,28786.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,138.0559421598757,5022.086024798377,312.02300964879856,280.7543872140009,133.71578714319293,396.85597219960033,24.041532845220317,162.73143023225194,4
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,May,14785.0,14015.0,40630.0,2540.0,16780.0,509268.0,34750.0,31292.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,144.20043128461762,4966.970932665177,338.9222175948909,305.1957995101964,136.69050013215528,396.2707827591487,24.77301964578483,163.65798017963365,5
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Jun,14155.0,13350.0,40745.0,2530.0,16715.0,480163.0,30133.0,26971.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,138.0559421598757,4683.105288259441,293.89189015213947,263.05240664033965,130.20465050048327,397.39239585334764,24.67548807237623,163.02402495247773,6
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Jul,15200.0,14675.0,44470.0,2630.0,17965.0,531624.0,29297.0,26422.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,148.2479915810746,5185.0125181774465,285.7382506151804,257.6979232602074,143.12758397712298,433.72290694805173,25.650803806462246,175.21547162855296,7
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Aug,14475.0,13715.0,40005.0,2440.0,16645.0,446959.0,27837.0,24952.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,141.17695250895096,4359.26145191352,271.4986408975245,243.36078196914295,133.76455292989723,390.1750594211111,23.797703911698814,162.34130393861753,8
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Sep,14590.0,13875.0,40910.0,2405.0,16795.0,483245.0,29083.0,25924.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,142.29856560314988,4713.1645191839725,283.6510749442363,252.84085090445905,135.32505810443485,399.00166681458956,23.45634340476871,163.80427753974655,9
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Oct,15780.0,15110.0,44445.0,2640.0,17790.0,605083.0,31672.0,28466.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,153.90482283877347,5901.469703279694,308.9019992997233,277.6333768649256,147.37020742039715,433.4790780145302,25.74833537987085,173.50866909390243,10
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Nov,14870.0,14535.0,42430.0,2550.0,17660.0,515865.0,31841.0,28737.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,145.02944965859072,5031.312511642832,310.5502828903287,280.2764825042987,141.76214194940258,413.826465972697,24.870551219193434,172.2407586395906,11
15C,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE ICB",2024.0,Dec,14875.0,13280.0,36555.0,2450.0,14365.0,461011.0,37916.0,34308.0,102.5309,173338.0,16.9059278715002,6.71216,2.71656,1.76879,14.6374,6.55853,1.06361,13.41781,19.6928713744339,145.07821544529503,4496.312818867288,369.8007137360542,334.6113220502307,129.52192948662307,356.5266665951435,23.895235485107417,140.10410520145635,12
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Apr,15780.0,11615.0,53880.0,5090.0,25845.0,,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,115.05231307644635,,,,84.68521016368342,392.840217272429,37.11129743720608,188.43644052349532,4
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,May,16765.0,13250.0,61225.0,5930.0,29095.0,,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,122.23396886733987,,,,96.60602967445591,446.3927673070614,43.23575516751121,212.13225912289016,5
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Jun,16320.0,12185.0,56550.0,5745.0,26605.0,573675.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,118.98946447449966,4182.676533848566,,,88.8410921949619,412.3072436294703,41.88691626262258,193.97761656519995,6
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Jul,18210.0,14370.0,69755.0,7485.0,33275.0,656070.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,132.7694943676862,4783.420218001531,,,104.77197331486275,508.58517735408844,54.5732929896832,242.60872735226567,7
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Aug,18010.0,14820.0,70010.0,6940.0,33695.0,665055.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,131.31129014618497,4848.930042652473,,,108.05293281324049,510.4443877365025,50.599686486092374,245.67095621741825,8
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Sep,18460.0,14620.0,71285.0,7690.0,34145.0,704412.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,134.5922496445627,5135.882760380591,,,106.59472859173927,519.7404396485728,56.06795231672196,248.951915715796,9
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Oct,18965.0,15730.0,73990.0,7255.0,35100.0,760532.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,138.2742153038533,5545.054864933834,,,114.68776202107105,539.4626517443768,52.8963581349568,255.91484087346433,10
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Nov,19145.0,16600.0,80150.0,7405.0,35900.0,769996.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,139.5865991032044,5614.057088695272,,,121.03095038460137,584.3753417666144,53.99001130108272,261.74765775946923,11
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Nov,19145.0,16600.0,80150.0,7405.0,35900.0,769996.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,139.5865991032044,5614.057088695272,,,121.03095038460137,584.3753417666144,53.99001130108272,261.74765775946923,11
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2022.0,Dec,18220.0,13865.0,62800.0,6365.0,27905.0,655077.0,,,137.155,197845.0,14.424920710145456,6.40501,2.68653,1.49526,11.52795,8.86345,0.73428,12.29319,,132.84240457876126,4776.180234041777,,,101.09000765557217,457.8761255513835,46.407349349276366,203.4559440049579,12
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Jan,18915.0,16380.0,67755.0,6170.0,30960.0,749595.0,,,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,136.08422761139266,5392.971535625793,,,117.84613525110292,487.46427923922334,44.39014984733242,222.7421457493374,1
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Feb,17460.0,15505.0,71470.0,6800.0,31805.0,699690.0,,,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,125.616210102824,5033.929326852515,,,111.55093571845853,514.1918978263935,48.922693510836375,228.82150986943398,2
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Mar,19475.0,16840.0,79580.0,7715.0,36635.0,794260.0,,,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,140.11315531228507,5714.314492340721,,,121.15561157683597,572.5394043518174,55.50567359354451,263.571011289631,3
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Apr,18140.0,13970.0,67680.0,6385.0,31145.0,600129.0,213555.23138345112,183333.65843980882,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,130.50847945390763,4317.636343230107,1536.426048912989,1318.9965267751659,100.50735710976238,486.9246907078538,45.93697030392504,224.0731307933822,4
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,May,19745.0,16430.0,80295.0,7860.0,36875.0,704517.0,182047.31080215736,179637.94116194992,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,142.05567402521532,5068.6572447314575,1309.7418810067525,1292.407637997608,118.2058609386826,577.6834816842069,56.54887808752558,265.29769459001346,5
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Jun,20175.0,17240.0,86430.0,8935.0,38575.0,750569.0,165600.79917509772,163107.86758205073,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,145.14931493840058,5399.9789920198455,1191.417226940128,1173.4817963121695,124.0334170774734,621.8218235502335,64.28298037048869,277.52836796772255,6
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Jul,20375.0,16475.0,86450.0,8295.0,40735.0,714337.0,164059.96740834395,161520.19047809902,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,146.58821768871928,5139.3073697721065,1180.331691605326,1162.0592315546985,118.52961405750432,621.9657138252654,59.67849156946879,293.06851767116467,7
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Aug,19580.0,16660.0,83085.0,8850.0,39060.0,715173.0,158781.63738731146,157280.0544165884,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,140.8685792562024,5145.321983268439,1142.3566736835585,1131.5535143515326,119.86059910154913,597.756175051153,63.67144670160322,281.01770713724545,8
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Sep,19575.0,16085.0,84185.0,8880.0,39930.0,778906.0,163763.70230282185,161373.3240155325,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,140.8326066874444,5603.849928198752,1178.2002082295298,1161.0025987701158,115.72375369438281,605.670140177906,63.887282114151034,287.27693410113187,9
15E,NHS BIRMINGHAM AND SOLIHULL ICB,2023.0,Oct,20670.0,17240.0,91220.0,9605.0,42555.0,840439.0,183678.0349727234,181834.6076494748,138.9948,199255.0,14.335428375737797,6.42399,2.64035,1.44789,12.01682,9.01471,0.76369,12.63237,,148.7105992454394,6046.549942875561,1321.4741484769459,1308.2115852497707,124.0334170774734,656.2835444203669,69.10330458405639,306.162532699065,10
